period,depth,deviation,backstep,pivot_count,swing_count,median_swing_pips,median_bars,median_efficiency,mean_efficiency,deviation_pips
2025-09,350,225,60,44,43,42.50000000000087,399.0,0.12761506276150006,0.1456817332282535,22.5
2025-09,350,125,60,44,43,42.50000000000087,399.0,0.12761506276150006,0.1456817332282535,12.5
2025-09,350,150,60,44,43,42.50000000000087,399.0,0.12761506276150006,0.1456817332282535,15.0
2025-09,350,25,60,44,43,42.50000000000087,399.0,0.12761506276150006,0.1456817332282535,2.5
2025-09,350,250,60,44,43,42.50000000000087,399.0,0.12761506276150006,0.1456817332282535,25.0
2025-10,350,200,40,62,61,42.40000000000021,429.0,0.11482132396016981,0.12918051593959493,20.0
2025-10,350,200,20,62,61,42.40000000000021,429.0,0.11482132396016981,0.12918051593959493,20.0
2025-10,350,225,40,62,61,42.40000000000021,429.0,0.11482132396016981,0.12918051593959493,22.5
2025-10,350,225,20,62,61,42.40000000000021,429.0,0.11482132396016981,0.12918051593959493,22.5
2025-10,350,250,20,62,61,42.40000000000021,429.0,0.11482132396016981,0.12918051593959493,25.0
2025-10,350,250,40,62,61,42.40000000000021,429.0,0.11482132396016981,0.12918051593959493,25.0
2025-10,350,100,20,62,61,42.40000000000021,429.0,0.11482132396016981,0.12918051593959493,10.0
2025-10,350,100,40,62,61,42.40000000000021,429.0,0.11482132396016981,0.12918051593959493,10.0
2025-10,350,75,40,62,61,42.40000000000021,429.0,0.11482132396016981,0.12918051593959493,7.5
2025-10,350,75,20,62,61,42.40000000000021,429.0,0.11482132396016981,0.12918051593959493,7.5
2025-10,350,125,40,62,61,42.40000000000021,429.0,0.11482132396016981,0.12918051593959493,12.5
2025-10,350,125,20,62,61,42.40000000000021,429.0,0.11482132396016981,0.12918051593959493,12.5
2025-10,350,150,20,62,61,42.40000000000021,429.0,0.11482132396016981,0.12918051593959493,15.0
2025-10,350,150,40,62,61,42.40000000000021,429.0,0.11482132396016981,0.12918051593959493,15.0
2025-10,350,175,20,62,61,42.40000000000021,429.0,0.11482132396016981,0.12918051593959493,17.5
2025-10,350,175,40,62,61,42.40000000000021,429.0,0.11482132396016981,0.12918051593959493,17.5
2025-10,350,25,20,62,61,42.40000000000021,429.0,0.11482132396016981,0.12918051593959493,2.5
2025-10,350,25,40,62,61,42.40000000000021,429.0,0.11482132396016981,0.12918051593959493,2.5
2025-10,350,50,20,62,61,42.40000000000021,429.0,0.11482132396016981,0.12918051593959493,5.0
2025-10,350,50,40,62,61,42.40000000000021,429.0,0.11482132396016981,0.12918051593959493,5.0
2025-10,350,75,80,62,61,42.40000000000021,429.0,0.11482132396016981,0.12918051593959493,7.5
2025-10,350,125,80,62,61,42.40000000000021,429.0,0.11482132396016981,0.12918051593959493,12.5
2025-10,350,150,80,62,61,42.40000000000021,429.0,0.11482132396016981,0.12918051593959493,15.0
2025-10,350,175,80,62,61,42.40000000000021,429.0,0.11482132396016981,0.12918051593959493,17.5
2025-10,350,50,80,62,61,42.40000000000021,429.0,0.11482132396016981,0.12918051593959493,5.0
2025-10,350,100,80,62,61,42.40000000000021,429.0,0.11482132396016981,0.12918051593959493,10.0
2025-10,350,200,80,62,61,42.40000000000021,429.0,0.11482132396016981,0.12918051593959493,20.0
2025-10,350,225,80,62,61,42.40000000000021,429.0,0.11482132396016981,0.12918051593959493,22.5
2025-10,350,250,80,62,61,42.40000000000021,429.0,0.11482132396016981,0.12918051593959493,25.0
2025-10,350,25,80,62,61,42.40000000000021,429.0,0.11482132396016981,0.12918051593959493,2.5
2025-10,350,100,60,62,61,42.40000000000021,429.0,0.11482132396016981,0.12918051593959493,10.0
2025-10,350,75,60,62,61,42.40000000000021,429.0,0.11482132396016981,0.12918051593959493,7.5
2025-10,350,50,60,62,61,42.40000000000021,429.0,0.11482132396016981,0.12918051593959493,5.0
2025-10,350,175,60,62,61,42.40000000000021,429.0,0.11482132396016981,0.12918051593959493,17.5
2025-10,350,200,60,62,61,42.40000000000021,429.0,0.11482132396016981,0.12918051593959493,20.0
2025-10,350,225,60,62,61,42.40000000000021,429.0,0.11482132396016981,0.12918051593959493,22.5
2025-10,350,125,60,62,61,42.40000000000021,429.0,0.11482132396016981,0.12918051593959493,12.5
2025-10,350,150,60,62,61,42.40000000000021,429.0,0.11482132396016981,0.12918051593959493,15.0
2025-10,350,25,60,62,61,42.40000000000021,429.0,0.11482132396016981,0.12918051593959493,2.5
2025-10,350,250,60,62,61,42.40000000000021,429.0,0.11482132396016981,0.12918051593959493,25.0
